id,WORDS,LOGWORDS,TYPES,LOGTYPES,%FUNC,%QUESTION,%EXCLAIM,AVG_WLEN,SD_WLEN,AVG_WFREQ,SD_WFREQ,%CC,%CD,%DT,%IN,%JJ,%MD,%NN,%PRP,%RB,%VB,%MISSPELLED,%REPEATED,LM,score,score2,IS_NATIVE,average_score
4358.0,454.0,2.657055852857104,176.0,2.24551266781415,0.5566037735849056,0.004405286343612335,0.0,4.3066037735849045,2.10016930440276,7.949775425582451,1.3005996824026052,0.04625550660792952,0.00881057268722467,0.09251101321585904,0.10352422907488988,0.04405286343612335,0.03744493392070485,0.1696035242290749,0.09030837004405286,0.06167400881057269,0.2268722466960353,0.01650943396226415,0.030769230769230767,-2.24878411650364,4,4,0,4.0
3292.0,716.0,2.8549130223078567,224.0,2.3502480183341627,0.5317829457364341,0.0,0.0,4.3968992248062015,2.3626269043311017,7.795131793460272,1.5199426326923668,0.03212290502793296,0.012569832402234636,0.0977653631284916,0.11312849162011175,0.05307262569832402,0.03770949720670391,0.19972067039106145,0.048882681564245814,0.05865921787709497,0.1983240223463688,0.0015503875968992248,0.05325443786982249,-2.16116331424188,4,4,0,4.0
3545.0,691.0,2.8394780473741985,211.0,2.3242824552976926,0.5522648083623694,0.0014471780028943561,0.0,4.024390243902439,2.0283953496297493,7.597240375242811,1.7778900580485693,0.049204052098408106,0.0028943560057887122,0.06367583212735166,0.08972503617945007,0.053545586107091175,0.018813314037626632,0.1577424023154848,0.10998552821997104,0.054992764109985534,0.191027496382055,0.027874564459930317,0.0641025641025641,-2.159959742294763,4,3,0,3.5
3713.0,555.0,2.7442929831226763,193.0,2.285557309007774,0.5256673511293635,0.0054054054054054074,0.0,4.37782340862423,2.175314413684669,7.997198004721786,1.1325560798381438,0.03963963963963964,0.003603603603603604,0.1045045045045045,0.06666666666666668,0.05225225225225225,0.036036036036036036,0.2036036036036036,0.04324324324324325,0.08648648648648649,0.1801801801801801,0.002053388090349076,0.047619047619047616,-2.227121158686098,4,4,0,4.0
3179.0,423.0,2.6263403673750423,157.0,2.1958996524092336,0.5921052631578947,0.004728132387706857,0.0,4.071052631578946,2.0564926573808853,7.837967244084197,1.7250499159613302,0.03782505910165485,0.011820330969267141,0.0851063829787234,0.12056737588652484,0.061465721040189124,0.023640661938534282,0.182033096926714,0.06855791962174941,0.056737588652482275,0.19858156028368795,0.02631578947368421,0.02884615384615385,-2.181427923325856,4,4,0,4.0
4675.0,195.0,2.2900346113625183,85.0,1.9294189257142929,0.5300546448087432,0.0,0.0,4.26775956284153,2.0296703296614464,7.274047507333692,2.6456563042544845,0.05641025641025641,0.0,0.10256410256410256,0.06666666666666668,0.05128205128205128,0.030769230769230767,0.2153846153846154,0.07692307692307693,0.05128205128205128,0.2461538461538461,0.08743169398907104,0.03571428571428571,-2.2260449905106716,2,2,0,2.0
4174.0,726.0,2.8609366207000937,220.0,2.342422680822206,0.5516739446870451,0.0,0.0,4.208151382823872,2.406696852799575,7.523716439114477,2.000669091247509,0.026170798898071626,0.008264462809917356,0.08402203856749313,0.09366391184573004,0.045454545454545456,0.027548209366391185,0.16253443526170802,0.10055096418732784,0.08264462809917356,0.2327823691460055,0.04221251819505095,0.06432748538011697,-2.2215174425672863,4,4,0,4.0
3149.0,451.0,2.6541765418779604,177.0,2.247973266361807,0.5789473684210527,0.0,0.0,4.114832535885167,1.9184872668350967,7.8500565870773205,1.4251232152133642,0.04656319290465632,0.011086474501108648,0.10421286031042128,0.12638580931263854,0.03325942350332594,0.015521064301552109,0.2150776053215077,0.11529933481152993,0.01995565410199556,0.18181818181818185,0.009569377990430622,0.046875,-2.3290035753552503,3,3,0,3.0
3855.0,281.0,2.4487063199050803,119.0,2.0755469613925306,0.5693430656934306,0.0,0.0,4.4635036496350375,2.6458444462833195,6.9382070426338265,2.9624592421842584,0.0498220640569395,0.0035587188612099642,0.0498220640569395,0.10320284697508897,0.05693950177935943,0.0604982206405694,0.19572953736654805,0.1103202846975089,0.03202846975088968,0.2455516014234876,0.08759124087591241,0.03614457831325301,-2.4336725953802003,3,3,0,3.0
3582.0,173.0,2.2380461031287955,103.0,2.012837224705172,0.5146198830409356,0.0057803468208092465,0.0,4.391812865497076,2.114760901989399,7.462371252824753,2.2281776249920595,0.06936416184971098,0.0,0.06936416184971098,0.1329479768786127,0.05202312138728324,0.023121387283237003,0.19653179190751446,0.08670520231213873,0.08092485549132948,0.1907514450867052,0.10526315789473684,0.015384615384615384,-2.6894518999482298,3,3,0,3.0
