id,WORDS,LOGWORDS,TYPES,LOGTYPES,%FUNC,%QUESTION,%EXCLAIM,AVG_WLEN,SD_WLEN,AVG_WFREQ,SD_WFREQ,%CC,%CD,%DT,%IN,%JJ,%MD,%NN,%PRP,%RB,%VB,%MISSPELLED,%REPEATED,LM,score,score2,IS_NATIVE,average_score
1151.0,530.0,2.724275869600789,223.0,2.3483048630481607,0.5191489361702127,0.0037735849056603774,0.0018867924528301887,4.304255319148936,2.281046554023096,7.868172842634897,1.2667509094917566,0.032075471698113214,0.01320754716981132,0.07169811320754718,0.12264150943396225,0.05849056603773585,0.020754716981132074,0.19245283018867929,0.0830188679245283,0.0660377358490566,0.19433962264150945,0.027659574468085105,0.035502958579881665,-2.435516403180766,5,5,1,5.0
1186.0,481.0,2.682145076373832,185.0,2.2671717284030137,0.5198135198135199,0.002079002079002079,0.008316008316008316,4.230769230769232,2.247066902585297,7.77810583718441,1.6474736053428194,0.029106029106029108,0.02079002079002079,0.05197505197505198,0.09147609147609148,0.0498960498960499,0.016632016632016633,0.17671517671517672,0.1288981288981289,0.056133056133056136,0.21621621621621626,0.037296037296037296,0.05223880597014925,-2.309814276837363,5,4,1,4.5
360.0,201.0,2.303196057420489,104.0,2.0170333392987803,0.5287356321839081,0.0049751243781094535,0.0,4.074712643678161,2.0314039305171674,7.934798286942601,1.3826491160885004,0.03482587064676617,0.01990049751243781,0.0845771144278607,0.10945273631840796,0.03980099502487562,0.04477611940298507,0.1890547263681592,0.0945273631840796,0.06965174129353234,0.19900497512437806,0.02873563218390805,0.0,-2.3873762846430826,3,3,0,3.0
1716.0,309.0,2.4899584794248346,121.0,2.0827853703164503,0.5694444444444444,0.0,0.0,3.9930555555555554,1.9825507131589128,7.968851751356545,1.404756677613055,0.06796116504854369,0.009708737864077669,0.08414239482200647,0.12944983818770225,0.0453074433656958,0.025889967637540454,0.1941747572815534,0.10679611650485436,0.10032362459546926,0.1423948220064725,0.06944444444444445,0.05128205128205128,-2.3656121218579456,3,4,0,3.5
1578.0,296.0,2.4712917110589387,154.0,2.187520720836463,0.5384615384615384,0.0033783783783783786,0.0,4.091575091575091,1.989634883498975,7.5445760993712705,1.8743818230271152,0.054054054054054064,0.037162162162162164,0.08783783783783784,0.10472972972972973,0.0472972972972973,0.01689189189189189,0.2398648648648649,0.08445945945945946,0.057432432432432436,0.1891891891891892,0.06593406593406594,0.009345794392523364,-2.6052873572991864,4,5,0,4.5
945.0,304.0,2.482873583608754,92.0,1.963787827345556,0.5092936802973977,0.0,0.0,4.200743494423792,2.1600976255828708,8.023934855898698,1.5839937165181728,0.013157894736842105,0.0,0.07236842105263158,0.05921052631578948,0.05921052631578948,0.05263157894736842,0.19407894736842105,0.13157894736842105,0.0625,0.20394736842105265,0.026022304832713755,0.13043478260869565,-1.9969225098695795,4,4,0,4.0
1783.0,535.0,2.7283537820212285,203.0,2.307496037913213,0.5133470225872689,0.0,0.0,4.0718685831622174,1.813979821212056,7.56680878100024,1.7803016415684614,0.03177570093457944,0.02242990654205608,0.06355140186915888,0.11588785046728972,0.05607476635514018,0.02242990654205608,0.18130841121495328,0.11588785046728972,0.0691588785046729,0.1981308411214953,0.0513347022587269,0.01935483870967742,-2.4615146195356488,4,4,0,4.0
1760.0,635.0,2.8027737252919755,222.0,2.3463529744506397,0.5018587360594795,0.014173228346456691,0.014173228346456691,4.295539033457249,2.187328025605457,7.693575156117041,1.4707273755669583,0.025196850393700787,0.023622047244094488,0.07874015748031496,0.09448818897637797,0.06614173228346458,0.023622047244094488,0.1984251968503937,0.07086614173228346,0.08346456692913386,0.18425196850393705,0.03345724907063197,0.03888888888888889,-2.0417859601029558,6,6,1,6.0
813.0,335.0,2.525044807036845,147.0,2.167317334748176,0.4853420195439739,0.0029850746268656717,0.0,4.250814332247557,1.936859421407815,7.642397378755177,1.7858175458587373,0.05373134328358209,0.01492537313432836,0.0626865671641791,0.12835820895522387,0.056716417910447764,0.01492537313432836,0.20895522388059695,0.0626865671641791,0.05373134328358209,0.20597014925373133,0.0749185667752443,0.030303030303030307,-2.55265251045527,4,4,0,4.0
1725.0,473.0,2.674861140737812,165.0,2.2174839442139063,0.4536340852130326,0.0042283298097251605,0.0,4.854636591478696,3.1350428289918857,7.552295119644805,2.2025791337365295,0.02536997885835095,0.029598308668076112,0.0613107822410148,0.10782241014799154,0.07188160676532769,0.010570824524312895,0.2832980972515856,0.05496828752642706,0.042283298097251586,0.18181818181818185,0.05513784461152882,0.07317073170731707,-2.2608988467339306,5,4,1,4.5
1706.0,226.0,2.3541084391474008,103.0,2.012837224705172,0.4541062801932367,0.0,0.004424778761061947,4.5265700483091775,2.472656128953186,8.274017642728099,0.9768063382498112,0.017699115044247787,0.008849557522123894,0.08849557522123894,0.12831858407079647,0.04867256637168142,0.04424778761061947,0.2433628318584071,0.07079646017699115,0.04867256637168142,0.18584070796460173,0.0,0.07692307692307693,-2.208397445635258,3,3,0,3.0
